person_writing,type,key,name,write_up,notes
,persName,#gillespie,James Waldron Gillespie,"James Waldron Gillespie (1865-1954): a capitalist from Granville, New York, who inherited a real estate fortune when he was 21 years old. Gillespie was renowned for his grandeur; he owned properties in Havana and Manhattan but was best known for his home “El Fureidis” (meaning “little paradise”) in Montecito, California. The estate’s Italian architecture and formal garden made it a fitting location for Gillespie’s exclusive parties.","The San Francisco call. (San Francisco [Calif.]), 20 Oct. 1912. Chronicling America: Historic American Newspapers. Lib. of Congress. <http://chroniclingamerica.loc.gov/lccn/sn85066387/1912-10-20/ed-1/seq-20/>
 
Los Angeles herald. (Los Angeles [Calif.]), 25 Jan. 1910. Chronicling America: Historic American Newspapers. Lib. of Congress. <http://chroniclingamerica.loc.gov/lccn/sn85042462/1910-01-25/ed-1/seq-7/>
 
The San Francisco call. (San Francisco [Calif.]), 23 July 1911. Chronicling America: Historic American Newspapers. Lib. of Congress. <http://chroniclingamerica.loc.gov/lccn/sn85066387/1911-07-23/ed-1/seq-32/>
 
http://www.urbanarches.com/el-fureidis-of-architectural-significance-and-distinguished-provenance/
 
http://pcad.lib.washington.edu/building/3034/
"
Sara,persName,#jod,Jane Dorsa O'Dell,"Jane Dorsa O’Dell (née Rattenbury) (1911-2008): an advice columnist for the <i>Los Angeles Mirror-News</i> (under the name ""Jane Palmer"") and wife of Scott O'Dell when he wrote—and she typed—<i>Island of the Blue Dolphins</i>. The novel is dedicated to Dorsa O’Dell’s nieces and nephews. Dorsa and Scott separated in the 1960s but did not divorce until 1989; Dorsa continued to live in the Julian, California home in which <i>Island of the Blue Dolphins</i> was written until her death. She was active in Civil Rights, peace, and conservation organizations.","The Julian News 23, 22; conversations with niece Gillian"
Sara,"persName type=""author""",#jti,Janice Timbrook,"Janice Timbrook: an anthropologist and ethnobotanist specializing in the Chumash people's historical use of plants for food, medicine, and basket-making in southern California. She earned a PhD in anthropology from the University of California, Santa Barbara, and has long been employed as a curator at the Santa Barbara Museum of Natural History. She is the author of <i>Chumash Ethnobotany: Plant Knowledge Among the Chumash People of Southern California</i> (2007).",http://www.independent.com/news/2007/aug/30/introducing-jan-timbrooks-emchumash-ethnobotanyem/
Rachel,"persName type=""author""",#jcge,Jean Craighead George,"Jean Craighead George (1919-2012): a journalist, author, illustrator, and naturalist. George wrote for numerous publications including the <i>Washington Post</i>, <i>Times-Herald</i>, <i>National Wildlife</i>, and <i>Audubon</i>. She is best known today for her children's books, including <i>My Side of the Mountain</i> (1959, 1960 Newbery Medal Honor book) and <i>Julie of the Wolves</i> (1972, 1973 Newbery Medal Winner).","http://pabook.libraries.psu.edu/palitmap/bios/CraigheadGeorge_Jean.html

http://www.jeancraigheadgeorge.com/works.html"
Rachel,"persName type=""author""",#fde,Jean Ferdinand Denis,"Jean Ferdinand Denis (1798-1890): French author and library administrator. Denis was an administrator of the Sainte-Geneviève Library and a member of the French Academy. His published works include <i>Résumé de l'histoire littéraire du Portugal, suivi du résumé de l'histoire littéraire du Brésil</i> (1826) and <i>Le Brahme voyageur, ou la Sagesse populaire de toutes les nations</i> (1832).","Charles Nodier and Ferdinand Denis
Eunice Morgan ShenckSource
Modern Language Notes, Vol. 34, No. 3 (Mar., 1919), pp. 185-187
The Johns Hopkins University Press
Stable URL: http://www.jstor.org/stable/2915483
Accessed: 07/07/2014 15:36

http://www.worldcat.org/search?qt=worldcat_org_all&q=Jean+Ferdinand+Denis"
N/A,persName,#lamberth2,Lamberth,"Jeanne Carol Lamberth (née Hess) (1931-): resident of San Nicolas Island as a child in the late 1930s. Her parents, Reginald H. Lamberth and Evelyn Margaret, were managers of a sheep estate on the island.","http://islapedia.com/index.php?title=LAMBERTH,_Reginald_H."
Rachel,persName,#jewier,Jeanne Elizabeth Wier,"Jeanne Elizabeth Wier (1870-1950): an historian (PhD, University of Nevada). Wier attended Stanford University and the University of Nevada, where she later chaired the Department of History. She helped found the Nevada Historical Society and was a leader in the state's suffrage movement. Wier's published works include historical pamphlets and contributed articles to the <i>Encyclopedia Britannica</i>.","http://www.library.uni.edu/collections/special-collections/biographical-sketches/jeanne-e-wier

http://beta.worldcat.org/archivegrid/collection/data/692197922

http://en.wikisource.org/wiki/Author:Jeanne_Elizabeth_Wier

https://archive.org/stream/celebrationneva00socigoog#page/n4/mode/2up/search/Jeanne+Elizabeth+Wier"
Sara,"name type=""fictional""",#jcle,Jeremy Clegg,Jeremy Clegg: fictional character in Scott O'Dell's sea novel <i>The Dark Canoe</i>.,
Rachel,persName,#jwfew,Jesse Walter Fewkes,"Jesse Walter Fewkes (1850-1930): an ethnologist, zoologist, and natural historian. He earned a PhD in zoology from Harvard University and also studied at the University of Leipzig. Fewkes worked in the Museum of Comparative Zoology at Harvard and contributed to the Kingsley Standard Natural History (1885) before transitioning into a career in anthropology. He led an expedition to study Pueblo culture (with particular interest in Hopi ritual and the preservation of Native American structures). Following the Spanish-American War, Fewkes conducted excavations in Puerto Rico and extended his work on pre-Columbian sites elsewhere in the region. His published work includes <i>Two Summers' Work in Pueblo Ruins</i> (1897) and <i>The Aborigines of Porto Rico and Neighboring Islands</i> (1907).","http://www.nasonline.org/publications/biographical-memoirs/memoir-pdfs/fewkes-jesse.pdf

http://ia600409.us.archive.org/10/items/biographybibliog00nichrich/biographybibliog00nichrich.pdfhttp://anthropology.si.edu/laexped/fewkes.html"
Rachel,"persName type=""author""",#jno,Jim Norris,Jim Norris: a local California historian and author. Norris edited the newsletter of the Santa Ynez Valley Historical Society.,http://www.arcadiapublishing.com/9780738556192/Los-Olivos
Rachel,"persName type=""author""",#jai,Joan Delano Aiken,"Joan Delano Aiken (1924-2004): an English author and librarian. Privately educated, Aiken worked for the BBC during World War II, as a librarian for the United Nations Information Office, and in early television advertising. Later in life, she published fiction for children and adults, including <i>The Wolves of Willoughby Chase</i> (1962) and <i>Mansfield Revisited</i> (1985).","http://www.joanaiken.com/

http://www.biography.com/people/joan-aiken-9177852#awesm=~oEF1FJ7QcjWOZl

http://www.theguardian.com/news/2004/jan/07/guardianobituaries.booksobituaries"
,"persName type=""author""",#jmill,Joaquin Miller,"Joaquin Miller (1837-1913): a writer, poet, and journalist known for his outlandish stories about the American “Old West.”  Miller found literary success and popularity along the Pacific Coast, as well as in Great Britain. In 1891, Miller wrote an article about the Lone Woman that appeared in the New York Herald.","https://www.britannica.com/biography/Joaquin-Miller
https://oregonhistoryproject.org/articles/historical-records/joaquin-miller-poet-laureate-of-oregon/#.WQc2gVMrKYU
“Joaquin Miller” O.W. Frost, Alaska Methodist University, Twayne publishers, Inc. New York, 1967, p.11.
"
Baseball card,"persName type=""frontiersman""",#jdy,Job F. Dye,"Job F. Dye (1807-83): a Kentucky trapper who traveled with Ewing Young’s hunting group. Dye arrived to California in 1832 and, according to George Nidever, joined Isaac Sparks and Lewis T. Burton on the 1834 voyage of the ship <i>Peor es Nada</i> to hunt sea otters along the California coast. Dye may have been on the <i>Peor es Nada</i> in 1835 when the Nicole&#241;os were removed from San Nicolas Island and taken to San Pedro.",
Rachel,"persName type=""author""",#jro,Joe Robinson,"Joe Robinson: a journalist, motivational speaker, and author. Robinson is the founder of Work to Live and is a contributing journalist to the <i>Huffington Post</i>.","Drapkin, Jennifer. ""Joe Robinson."" Smithsonian 37, no. 4 (July 2006): 26. Biography Reference Bank (H.W. Wilson), EBSCOhost (accessed July 7, 2014).

http://www.huffingtonpost.com/joe-robinson/

http://www.worktolive.info/"
N/A,"persName type=""frontiersman""",#row,John A. Rowland,"John A. Rowland (1791-1873): a fur-trapper, distiller, and store operator who worked in Taos, New Mexico, alongside his business partner (and naturalized Mexican citizen) William Workman. In 1840, the Republic of Texas (having declared its independence from Mexico) named Rowland and Workman agents, perhaps without their knowledge. Liable for treason, the partners fled to Los Angeles, leading a wagon train of settlers with them. In 1845, Rowland and Workman acquired Rancho La Puente, a 50,000-acre tract of land east of Los Angeles.","http://www.homesteadmuseum.org/vanguards_pg1
http://colapublib.org/history/lapuente/
"
,persName,#jbmc,John B. McDonald,"John B. McDonald (1844-1911): the contractor for the first subway system in New York City. McDonald’s company provided the equipment and labor for constructing the system, while the Interborough Rapid Transit Company facilitated financing of the project. The construction of the subway began in 1900 and concluded in 1904.","https://www.forbes.com/2004/10/18/cx_sr_1018transitside1.html
http://www.loc.gov/pictures/item/2002697578/
Wright, Henry C. ""Development of Transit Control in New York City."" The Annals of the American Academy of Political and Social Science 31 (1908): 28. http://www.jstor.org.pallas2.tcl.sc.edu/stable/1010600."
Rachel,persName,#jcmerriam,John Campbell Merriam,"John Campbell Merriam (1869-1945): a paleontologist (PhD, University of Munich). Merriam attended Lenox College (Iowa) and the University of California before studying with the famous paleontologist Karl von Zittel in Germany. He returned to the United States to teach at the University of California. After two decades of extensive field work (including in the La Brea tar pits), he became a regent of the Smithsonian Institution and helped develop educational programs with the California Institute of Technology and National Park Service. Merriam was active in conservation efforts. He is the author of <i>The Living Past</i> (1930) and <i>The Garment of God</i> (1943).","http://www.oac.cdlib.org/findaid/ark:/13030/tf8r29p06n/

http://www.ucmp.berkeley.edu/about/history/jcmerriam.php

http://www.nasonline.org/publications/biographical-memoirs/memoir-pdfs/merriam-john.pdf

http://carnegiescience.edu/legacy/findingaids/Merriam-John-Campbell-PST.doc.pdf"
Rachel,persName,#jcbranner,John Casper Banner,"John Casper Banner (1850-1922): a geologist. Banner attended Cornell University and while still a young student, worked with his advisor on a geological survey in Brazil. Banner later served on the Geological Survey of Pennsylvania, where he conducted topographical mapping in regions central to coal production. Banner taught at Indiana University (simultaneously receiving his PhD there), was appointed the state geologist of Arkansas, and was then recruited to become one of the first professors of the newly-formed Stanford University, heading the Geology Department. Before his retirement, Banner served as the University's president. ","http://www.oac.cdlib.org/findaid/ark:/13030/tf5j49n80q/

http://www.oac.cdlib.org/findaid/ark:/13030/tf6z09n904/

http://historicalsociety.stanford.edu/pdfmem/BrannerJ.pdf

http://books.google.com/books?id=yEcuAAAAYAAJ&pg=PA206#v=onepage&q=branner&f=false

http://www.nasonline.org/publications/biographical-memoirs/memoir-pdfs/branner-john-c.pdf"
Rachel,"persName type=""frontiersman""",#jcfre,John Charles Frémont,"John Charles Frémont (1813-90): a US soldier, engineer, explorer, and politician. Born in Georgia, Frémont is best-known for his role in the Bear Flag Republic, the California government briefly established after US citizens and Californio allies living in Mexican California staged a rebellion to facilitate United States annexation. After the Mexican-American War, Frémont represented California as a US Senator, ran for president of the United States multiple times, and served as a general in the Union Army during the Civil War.","http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000374

http://archive.org/stream/dictionaryofamer07ilamer#page/19/mode/1up"
Rachel,persName,#jcj,John Coffin Jones,"John Coffin Jones (1796-1861): a diplomat and businessman. Jones attended Harvard University before entering trade and working in Hawaii both as a consul of the United States State Department and representative of the Boston trading firm Marshall & Wildes’ interests. After his conflict with missionary concerns in Hawaii resulted in his dismissal as consul, he again worked in trade on both coasts, and he owned many trading vessels. Jones was also known for his tumultuous personal life.",http://files.usgwarchives.net/hi/statewide/newspapers/importan38nnw.txt
